RESPNUM;CCGID;RUNID;INTDATE;DAY;GATE;BAREA;STRATA;PEAK;METH;SAQ;AIRLINE;DESTINATION;FLIGHT;AIRLINE_CODE;DEST_CODE;DESTGEO;DESTMARK;ARRTIME;DEPTIME;HOWLONG;Q2PURP1;Q2PURP2;Q2PURP3;Q3GETTO1;Q3GETTO2;Q3GETTO3;Q3PARK;Q4BAGS;Q4STORE;Q4FOOD;Q4WIFI;Q5TIMESFLOWN;Q5FIRSTTIME;Q6LONGUSE;Q7ART;Q7FOOD;Q7STORE;Q7SIGN;Q7WALKWAY;Q7SCREENS;Q7INFODOWN;Q7INFOUP;Q7WIFI;Q7ROADS;Q7PARK;Q7AIRTRAIN;Q7LTPARKING;Q7RENTAL;Q7ALL;Q8-1;Q8-2;Q8-3;Q8-4;Q8-5;Q8-6;Q9Boarding;Q9AirTrain;Q9Rental;Q9Food;Q9Restroom;Q9All;Q9-1;Q9-2;Q9-3;Q10Safe;Q10-1;Q10-2;Q10-3;Q11TSAPRE;Q12PRECHECKRATE;Q12-1;Q12-2;Q12-3;Q13COUNTY;Q13GETRATE;Q14FIND ;Q14PASSTHRU;Q15PROBLEM;Q15A;Q15-1;Q15-2;Q15-3;NETPRO  ;Q17LIVE;Q18CITY;Q18COUNTY;Q18STATE;Q18ZIP;Q18COUNTRY;HOME;Q19Clear;Q20Age;Q21Gender;Q22Income;Q23FLY;Q24SJC;Q24OAK;LANG;WEIGHT
2370;255;904;2;4;72;F;2;2;1;2;UNITED;AUSTIN;1889;30;4;3;2;1:15 PM;16:45:00;210;5;;;5;;;;2;2;1;1;1;2;1;2;3;2;5;4;5;5;5;3;4;6;6;6;6;4;0;;;;;;4;6;6;6;2;4;0;;;5;2;;;2;;;;;5;3;5;4;2;;;;;8;3;AUSTIN;TRAVIS COUNTY;TX;78745;US;11;0;2;1;2;2;2;2;1;1,4869248
524;2482;178;17;5;3;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;2:00 PM;16:45:00;165;5;;;1;;;2;1;2;2;1;2;1;4;5;6;6;4;3;4;4;4;4;4;3;6;6;6;3;202;;;;;;4;6;6;6;3;4;0;;;4;3;;;2;;;;;7;4;4;2;2;;;;;8;1;SANTA CLARA;SANTA CLARA COUNTY;CA;95051;US;7;2;2;2;3;2;1;2;1;0,6704842
2219;204;39;3;5;24;B;1;1;1;2;SOUTHWEST;PHOENIX;1860;28;49;1;4;6:45 AM;08:45:00;120;5;;;5;;;;2;2;1;2;1;2;1;4;4;6;3;3;4;4;4;6;4;6;6;6;6;4;0;;;;;;5;6;6;4;3;4;0;;;5;4;;;2;;;;;5;4;5;5;2;;;;;8;3;TAMPA;HILLSBOROUGH COUNTY;FL;33602;US;12;2;2;1;1;2;2;2;1;0,9942748
383;2616;65;4;6;53;D;2;1;1;2;ALASKA;LOS ANGELES;1926;7;34;1;4;10:00 AM;11:55:00;115;5;;;6;;;;2;1;2;2;3;1;2;3;3;3;3;3;3;3;3;3;3;6;3;6;3;BLANK;0;;;;;;4;4;6;3;4;4;0;;;4;0;;;2;;;;;5;4;5;5;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94124;US;5;2;3;2;2;3;1;1;1;1,1063322
1928;1834;196;19;7;3;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:30 PM;15:05:00;155;5;;;1;;;1;1;1;2;2;1;1;3;4;5;5;5;4;3;4;4;2;4;4;5;6;6;4;0;;;;;;5;4;6;5;4;4;0;;;4;4;;;3;;;;;1;4;5;5;2;;;;;8;3;ABIDGAN;;;;COTE D IVOIRE;18;2;3;1;1;2;2;2;1;0,2863575
930;1386;544;18;6;92;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;6:00 PM;22:30:00;270;5;;;7;;;;2;1;2;1;3;1;3;6;2;6;4;4;4;3;3;4;6;6;6;6;6;4;102;35;;;;;3;6;6;6;3;3;0;;;4;0;;;3;;;;;7;4;6;3;2;;;;;8;3;OTTAWA;;;;CANADA;13;2;3;1;1;2;2;2;1;0,3461202
2245;215;37;3;5;26;B;1;2;1;2;SOUTHWEST;PHOENIX;1926;28;49;1;4;4:15 AM;06:35:00;140;5;;;14;;;;1;1;1;2;1;1;3;4;4;4;4;4;4;4;4;4;4;6;6;6;6;4;0;;;;;;4;6;6;3;3;3;0;;;4;0;;;2;;;;;5;5;3;3;2;;;;;8;3;GENESEE DEPOT;WAUKESHA COUNTY;WI;53127;US;11;2;4;1;4;2;2;2;1;0,9942748
1012;1331;541;18;6;98;G;3;3;1;2;AIR CANADA;VANCOUVER;571;3;71;4;2;5:00 PM;20:05:00;185;5;;;5;;;;1;2;1;1;3;1;3;4;4;4;4;4;0;6;6;5;3;6;5;6;6;4;0;;;;;;5;5;6;5;4;5;0;;;5;0;;;2;;;;;1;5;5;4;2;;;;;8;1;BERKELEY;ALAMEDA COUNTY;CA;94710;US;1;2;3;2;2;2;2;1;1;0,3461202
1717;1996;206;20;1;6;A;3;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;85;5;47;6;4;5:00 PM;20:30:00;210;5;;;9;;;;1;2;2;1;1;2;0;5;6;1;5;5;5;6;6;3;5;6;5;6;5;BLANK;11;;;;;;5;5;5;6;3;6;0;;;3;0;;;2;;;;;18;5;5;3;2;;;;;8;3;PARIS;;;;FRANCE;15;2;3;1;1;2;2;2;1;0,2863575
1331;86;80;8;3;96;G;2;3;1;2;UNITED INTL;KANSAI;35;31;29;8;4;10:15 AM;11:05:00;50;5;;;3;;;;2;2;2;2;1;1;4;4;4;4;4;5;5;5;5;5;6;6;6;6;6;4;0;;;;;;3;6;6;0;1;4;0;;;3;0;;;4;;;;;11;5;5;6;2;;;;;8;3;OSAKA;;;;JAPAN;16;2;7;2;5;3;2;2;4;1,4869248
1647;1885;199;19;7;7;A;3;3;1;2;VIRGIN ATLANTIC;LONDON HEATHROW;20;32;32;6;4;2:00 PM;17:50:00;230;5;;;3;;;;1;1;2;1;0;1;0;5;0;3;2;4;0;5;5;5;6;6;6;6;6;4;0;;;;;;5;6;6;6;6;5;0;;;5;0;;;1;4;0;;;11;6;3;4;2;;;;;8;3;AUCKLAND;;;;NEW ZEALAND;19;2;6;2;3;1;2;2;1;0,6704842
1870;529;2;1;3;60;E;1;1;1;2;UNITED;LOS ANGELES;2320;30;34;1;4;5:07 AM;09:30:00;263;6;;;3;;;;2;2;2;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;3;0;;;3;;;;;11;0;0;0;2;;;;;8;3;ELEANOR;PUTNAM COUNTY;WV;25070;US;12;2;6;1;2;0;2;0;2;1,4869248
1089;1282;92;10;5;42;C;1;2;1;2;DELTA;MINNEAPOLIS-ST. PAUL;1581;16;38;3;4;6:00 AM;07:45:00;105;6;;;5;;;;2;2;1;2;4;1;2;4;4;4;4;4;4;4;4;3;4;6;6;6;6;4;20;;;;;;4;6;6;4;4;4;0;;;4;0;;;2;;;;;5;3;5;4;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94121;US;5;1;3;2;3;2;2;2;1;1,1789461
786;180;44;3;5;88;G;1;3;1;2;UNITED INTL;SAN JOSE DEL CABO;1761;31;58;4;1;7:20 AM;08:30:00;70;6;;;5;;;;2;1;2;1;5;1;3;4;4;4;4;3;4;6;6;4;4;6;4;6;6;4;3;;;;;;4;4;6;4;4;4;5;;;4;5;;;1;4;4;;;5;4;4;4;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94117;US;5;2;3;1;3;2;0;1;1;1,4869248
2507;957;905;11;6;67;E;2;2;1;2;UNITED;CHICAGO-O'HARE;268;30;12;3;4;12:00 PM;14:19:00;139;6;;;6;;;;2;2;1;2;3;1;2;4;4;3;3;3;4;6;6;2;4;6;3;6;6;4;0;;;;;;3;3;6;3;3;3;0;;;5;0;;;1;5;0;;;1;4;3;5;2;;;;;8;1;OAKLAND;ALAMEDA COUNTY;CA;94609;US;1;2;3;1;3;2;2;1;1;1,4869248
1796;2110;550;20;1;50;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1074;7;53;2;2;8:00 PM;22:25:00;145;6;;;2;;;;2;2;2;2;0;2;1;0;4;3;5;4;5;6;6;6;4;6;6;6;6;4;0;;;;;;6;6;6;4;5;4;0;;;4;0;;;1;5;0;;;4;4;4;5;2;;;;;8;3;RALEIGH;WAKE COUNTY;NC;27609;US;12;2;4;2;3;2;2;2;1;1,1063322
1963;1102;105;11;6;7;A;2;3;1;2;CATHAY PACIFIC;HONG KONG;879;12;23;8;4;10:30 AM;13:05:00;155;6;;;5;;;;1;2;1;1;4;1;4;5;3;4;4;4;2;2;2;4;4;4;6;4;4;4;102;61;;;;;4;6;3;3;3;3;0;;;4;1;;;2;;;;;7;4;5;5;2;;;;;8;1;CUPERTINO;SANTA CLARA COUNTY;CA;95014;US;7;2;5;1;4;1;1;2;1;0,3191648
2150;729;532;16;4;22;B;3;2;1;2;FRONTIER;DENVER;668;19;14;1;4;2:30 PM;17:33:00;183;6;;;6;;;;1;1;1;2;3;1;4;6;5;5;3;3;3;3;3;6;3;3;5;6;6;4;76;13;11;34;;;3;4;6;4;3;4;0;;;4;1;;;2;;;;;8;4;3;3;2;;;;;8;1;FAIRFIELD;SOLANO COUNTY;CA;94534;US;8;2;6;2;1;2;0;1;1;0,2080380
403;2737;71;5;7;71;F;2;2;1;2;UNITED;PHOENIX;5320;30;49;1;4;11:12 AM;13:55:00;163;6;;;2;;;;2;1;2;2;1;1;2;6;6;5;4;5;4;4;4;6;3;6;4;6;6;5;0;;;;;;5;4;6;6;4;4;0;;;4;0;;;2;;;;;1;4;4;4;2;;;;;8;1;OAKLAND;ALAMEDA COUNTY;CA;94602;US;1;2;2;2;1;3;0;1;1;1,4869248
461;2631;73;6;1;66;E;1;1;1;2;UNITED;DALLAS-FT. WORTH;294;30;13;3;4;6:49 AM;10:55:00;246;6;;;3;;;;0;0;0;1;2;1;1;4;4;4;4;4;3;6;6;4;6;6;6;6;6;4;53;;;;;;6;6;6;6;4;4;0;;;4;0;;;2;;;;;11;4;4;4;2;;;;;8;3;MESQUITE;DALLAS COUNTY;TX;75187;US;11;2;6;2;0;2;2;2;1;1,4869248
804;1607;130;13;1;54;D;1;1;1;2;ALASKA;BALTIMORE;1126;7;6;2;2;6:30 AM;09:05:00;155;6;;;2;;;;2;2;1;2;1;2;1;4;4;3;2;6;4;6;6;6;2;6;6;6;6;3;72;;;;;;4;6;6;5;5;4;0;;;5;5;;;1;5;1;;;0;5;4;5;2;;;;;8;3;TOWSON;BALTIMORE COUNTY;MD;21204;US;12;2;3;2;2;1;2;2;1;1,1063322
3202;2042;210;20;1;6;A;1;3;1;2;CATHAY PACIFIC;HONG KONG;873;12;23;8;4;9:00 PM;00:30:00;210;6;;;7;;;;1;1;1;2;1;1;4;3;2;3;4;5;4;3;3;3;4;4;4;6;6;4;105;;;;;;5;5;6;4;5;5;0;;;3;12;;;1;3;14;;;7;5;5;5;2;;;;;8;1;SAN JOSE;SANTA CLARA COUNTY;CA;95131;US;7;2;6;1;4;2;1;2;1;0,3191648
2979;2198;614;23;4;58;D;3;2;1;2;AMERICAN;CHARLOTTE;1799;8;11;2;4;9:00 PM;22:15:00;75;6;;;5;;;;1;1;2;2;4;1;4;4;4;4;4;4;4;4;4;4;4;6;6;6;6;4;26;;;;;;4;6;6;6;3;4;0;;;5;2;;;1;5;0;;;5;5;5;5;2;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94127;US;5;2;5;1;4;1;1;1;1;1,0611394
905;1510;518;15;3;52;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1106;7;53;2;2;8:30 PM;22:40:00;130;6;;;1;;;4;1;1;2;2;1;1;4;4;6;4;5;6;5;6;6;6;6;6;6;6;6;4;0;;;;;;4;6;6;6;0;4;0;;;5;0;;;1;5;0;;;30;5;5;5;2;;;;;8;2;MODESTO;STANISLAUS COUNTY;CA;95356;US;10;2;6;1;3;2;1;1;1;1,1063322
542;2489;178;17;5;3;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;2:30 PM;16:45:00;135;6;;;5;;;;1;0;0;0;2;1;4;5;5;4;5;5;5;5;5;5;5;5;4;4;3;5;0;;;;;;5;5;4;5;4;5;0;;;5;0;;;2;;;;;1;5;5;3;2;;;;;8;1;FREMONT;ALAMEDA COUNTY;CA;94539;US;1;2;7;1;4;2;1;0;1;0,6704842
1730;1965;556;21;2;101;G;3;3;1;2;AIR CANADA;TORONTO;754;3;70;4;4;7:30 PM;22:30:00;180;6;;;5;;;;2;1;2;1;1;1;1;6;6;0;5;5;3;3;3;5;5;6;0;6;4;4;54;;;;;;5;5;5;6;5;5;0;;;5;0;;;2;;;;;5;5;5;3;2;;;;;8;3;GUELPH;;;;CANADA;13;2;3;2;2;2;2;2;1;0,3461202
470;2666;78;6;1;85;F;2;2;1;2;UNITED;DENVER;720;30;14;1;4;1:30 PM;15:41:00;131;6;;;3;;;;2;2;1;2;1;2;1;5;4;6;4;6;4;6;6;6;6;6;6;6;6;4;0;;;;;;5;6;6;5;5;5;0;;;3;0;;;4;;;;;11;6;5;6;2;;;;;8;3;DENVER;DENVER COUNTY;CO;80220;US;10;2;2;2;1;2;2;2;1;1,4869248
1501;364;27;2;4;9;A;1;1;1;2;HAWAIIAN AIR;HONOLULU;11;20;24;1;2;6:45 AM;09:00:00;135;7;;;8;;;;1;1;1;0;1;2;1;3;2;2;3;3;3;3;2;3;6;6;6;6;6;3;4;;;;;;4;6;6;4;4;4;0;;;4;5;;;1;5;22;;;10;3;4;4;2;;;;;8;3;FLORENCE;BOONE COUNTY;KY;41042;US;11;2;6;2;0;2;2;2;1;0,6704842
1202;1440;523;15;3;28;B;3;2;1;2;SOUTHWEST;LAS VEGAS;5606;28;31;1;4;7:15 PM;19:55:00;40;7;;;10;;;;1;1;0;0;3;1;4;2;3;3;3;3;4;3;3;4;3;3;6;6;6;3;0;;;;;;3;6;6;3;3;3;13;;;3;0;;;1;4;0;;;1;4;4;4;2;;;;;8;1;FREMONT;ALAMEDA COUNTY;CA;94555;US;1;0;7;2;4;2;2;0;1;0,9942748
1380;43;84;8;3;91;G;2;3;1;2;UNITED INTL;PARIS-DE GAULLE;990;31;47;6;4;11:47 AM;14:45:00;178;2;;;2;;;;2;1;1;1;1;2;1;6;4;4;3;2;5;6;6;4;6;6;6;6;6;BLANK;151;;;;;;3;6;6;3;3;6;0;;;4;4;;;3;;;;;11;4;6;3;3;;;;;8;3;PARIS;;;;FRANCE;15;2;4;2;2;2;2;2;1;1,4869248
1346;93;80;8;3;96;G;2;3;1;2;UNITED INTL;KANSAI;35;31;29;8;4;8:00 AM;11:05:00;185;3;;;2;;;;0;0;1;0;0;1;4;3;4;3;3;4;3;0;0;0;4;3;0;0;0;4;152;;;;;;4;4;6;4;4;4;0;;;4;0;;;0;;;;;2;3;4;0;3;;;;;8;1;;;;;US;90;2;6;2;2;2;2;1;1;1,4869248
8;405;13;1;3;25;B;3;2;1;2;SOUTHWEST;LOS ANGELES;5821;28;34;1;4;7:15 PM;20:20:00;65;3;;;5;;;;2;2;2;2;5;1;3;5;3;0;0;0;0;0;0;4;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;5;5;0;;;4;0;;;0;;;;;5;4;5;0;3;;;;;8;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94122;US;5;2;6;2;0;2;0;1;1;0,9942748
626;1519;517;15;3;50;D;3;2;1;2;ALASKA;WASHINGTON,DC-DULLES;1090;7;72;2;2;6:30 PM;21:05:00;155;3;;;3;;;;2;2;2;1;1;2;1;5;3;4;5;4;5;5;5;5;4;0;0;5;5;5;0;;;;;;5;6;6;4;5;5;0;;;5;0;;;4;;;;;11;4;4;0;3;;;;;8;3;LOMA LINDA;SAN BERNARDINO COUNTY;CA;92354;US;10;2;3;2;0;0;0;0;1;1,1063322
1801;2114;550;20;1;50;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1074;7;53;2;2;8:00 PM;22:25:00;145;3;;;2;;;;1;0;0;1;1;2;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;BLANK;0;;;;;;4;4;4;4;4;4;0;;;5;0;;;3;;;;;5;6;6;6;3;;;;;8;3;SACRAMENTO;SACRAMENTO COUNTY;CA;95824;US;10;2;1;1;0;0;0;0;1;1,1063322
2247;836;527;16;4;94;G;3;3;1;2;WOW;REYKJAVIK;162;33;54;6;1;3:45 PM;18:55:00;190;0;;;5;;;;1;1;1;1;1;2;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;0;;;;;;5;5;5;5;5;5;0;;;4;0;;;3;;;;;5;0;5;5;0;;;;;9;3;COLOGNE;;;;GERMANY;15;0;3;2;1;2;2;2;1;0,6088813
873;1537;515;15;3;51;D;3;2;1;2;ALASKA;SEATTLE;1759;7;62;1;4;5:50 PM;19:25:00;95;1;;;5;;;;2;2;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;9;3;GUADULUPE;;;;MEXICO;13;2;2;1;2;2;1;2;1;1,1063322
554;2495;178;17;5;3;A;2;3;1;2;EMIRATES;DUBAI;226;17;17;7;4;12:20 PM;16:45:00;265;1;;;5;;;;1;2;1;1;3;1;2;4;2;3;4;5;4;4;4;5;4;6;4;6;6;4;0;;;;;;5;4;6;3;3;3;0;;;5;0;;;2;;;;;0;0;0;0;0;;;;;9;3;;;;;INDIA;16;2;4;1;0;2;1;0;1;0,6704842
697;2464;175;17;5;9;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:15 PM;15:05:00;170;2;;;12;;;;1;1;1;2;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;9;2;CARMEL;MONTEREY COUNTY;CA;93923;US;10;2;5;2;2;2;1;1;1;0,2863575
836;1597;132;13;1;54;D;1;1;1;2;ALASKA;SEATTLE;1747;7;62;1;4;8:00 AM;10:35:00;155;2;;;3;;;;0;0;0;1;3;1;4;4;4;3;4;4;1;4;4;4;4;4;4;4;4;4;0;;;;;;4;4;4;4;4;4;0;;;4;0;;;4;;;;;11;0;4;6;0;;;;;9;3;SEATTLE;KING COUNTY;WA;98126;US;10;2;3;2;2;2;1;1;1;1,1063322
1918;1824;196;19;7;3;A;2;3;1;2;AIR FRANCE/KLM;PARIS-DE GAULLE;83;5;47;6;4;12:00 PM;15:05:00;185;2;;;9;;;;1;1;2;1;0;2;1;4;4;3;0;5;5;0;0;5;0;0;0;0;5;BLANK;0;;;;;;5;5;5;0;5;0;0;;;0;0;;;0;;;;;5;5;5;5;0;;;;;9;3;CHAUALIENES;;;;FRANCE;15;2;3;2;1;1;2;2;1;0,2863575
2838;541;5;1;3;87;F;2;1;1;2;UNITED;CHICAGO-O'HARE;794;30;12;3;4;10:30 AM;12:10:00;100;3;;;5;;;;2;1;1;2;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BLANK;0;;;;;;0;0;0;0;0;0;0;;;0;0;;;0;;;;;0;0;0;0;0;;;;;9;3;CHICAGO;COOK COUNTY;IL;60618;US;11;2;2;1;0;2;2;2;1;1,4869248
2879;2136;180;18;6;7;G;2;3;1;2;EVA AIR;TAIPEI;7;18;68;8;4;9:00 AM;13:00:00;240;3;;;8;;;;1;1;1;2;1;2;1;3;5;3;3;5;5;5;5;6;6;6;5;6;6;4;60;;;;;;5;5;6;4;4;4;0;;;5;0;;;1;4;10;;;5;5;4;5;0;;;;;9;3;TAIPEI;;;;TAIWAN;16;2;4;2;2;2;2;2;1;0,6704842
1839;2128;550;20;1;50;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1074;7;53;2;2;10:00 PM;22:25:00;25;1;;;3;;;;2;2;2;2;3;1;2;5;4;4;4;4;3;6;6;6;6;6;4;6;6;4;19;53;;;;;4;4;6;4;4;4;0;;;5;1;;;4;;;;;11;5;4;6;1;COULD NOT FIND ADMIRALS CLUB (AND MONITORS DID NOT DISPLAY FLIGHT);1;;;9;3;RALEIGH;WAKE COUNTY;NC;27605;US;12;2;3;1;4;2;2;1;1;1,1063322
445;2660;74;6;1;64;E;2;1;1;2;UNITED;INDIANAPOLIS;317;30;26;3;2;8:15 AM;11:53:00;218;1;;;9;;;;1;1;1;2;2;1;2;5;3;3;4;4;5;4;4;6;5;5;4;6;4;4;152;102;;;;;5;5;5;5;5;5;0;;;5;0;;;1;5;0;;;5;0;5;5;1;THE SIGN FOR GATE 61 WAS NOT APPARENT UNTIL WE TURNED AROUND AND SAW WE PASSED IT;5;;;9;3;INDIANAPOLIS;MARION COUNTY;IN;46240;US;11;0;4;1;0;2;2;2;1;1,4869248
1393;32;85;8;3;96;G;2;3;1;2;UNITED INTL;SHANGHAI;891;31;64;8;4;12:15 PM;16:25:00;250;1;;;3;;;;2;0;0;0;2;1;1;0;5;4;3;4;4;4;4;5;6;6;6;6;6;4;0;;;;;;5;6;6;4;4;4;0;;;5;0;;;2;;;;;11;0;4;6;1;I WAS LOOKING GATE 96 AT THE UPPER FLOOR WHILE LATER I REALIZED TO COME DOWNSTAIRS;5;;;9;3;PESHAWAR;;;;PAKISTAN;16;2;3;1;5;3;2;2;1;1,4869248
928;1513;518;15;3;52;D;3;2;1;2;ALASKA;RALEIGH-DURHAM;1106;7;53;2;2;8:25 PM;22:40:00;135;3;;;9;;;;2;2;2;2;3;1;4;5;3;6;4;4;3;3;3;6;4;6;4;6;4;4;22;;;;;;3;4;4;6;3;3;0;;;3;0;;;1;4;0;;;1;5;5;4;1;SHUTTLE TO TERMINALS DIDN'T ANNOUNCE AIRLINE, BUT SHUTTLE DRIVER WAS GREAT AT HELPING ME GET BACK TO CORRECT TERMINAL.;5;;;9;3;DURHAM;DURHAM COUNTY;NC;27713;US;12;2;4;2;2;2;2;1;1;1,1063322
1852;2695;87;9;4;28;B;1;1;1;2;SOUTHWEST;SAN DIEGO;483;28;57;1;2;7:15 AM;09:05:00;110;3;;;4;;;;1;1;2;2;3;1;4;5;4;4;3;4;4;4;4;4;5;5;6;5;5;5;0;;;;;;5;6;4;5;5;5;0;;;5;0;;;1;5;0;;;6;5;5;5;1;LONG WALK FOR A NEWSPAPER;13;;;9;3;LA JOLLA;SAN DIEGO COUNTY;CA;92038;US;10;2;6;1;3;2;0;1;1;0,9942748
559;2405;644;31;5;54;D;1;2;1;2;ALASKA;SEATTLE;313;7;62;1;4;5:35 AM;07:15:00;100;1;;;5;;;;2;1;2;2;4;1;4;4;4;3;4;4;4;3;3;2;3;4;4;3;6;4;11;;;;;;4;4;4;4;4;4;0;;;5;0;;;1;5;0;;;5;4;5;5;1;COULD NOT GET ON THE FREE INTERNET;21;;;9;1;SAN FRANCISCO;SAN FRANCISCO COUNTY;CA;94115;US;5;2;4;2;4;2;1;1;1;1,1063322
2136;129;50;3;5;3;A;2;3;1;2;CATHAY PACIFIC;HONG KONG;879;12;23;8;4;6:45 AM;13:05:00;380;3;;;3;;;;2;2;2;1;1;1;4;4;6;6;4;3;3;6;4;1;6;6;2;6;6;3;11;59;23;806;;;5;5;6;6;4;5;0;;;3;7;21;;2;;;;;11;6;1;3;1;AIRTRAIN CONFUSING, FLIGHT NOT ON SCREEN ----------OUT CONNECTING FLIGHT LAYOVER TOO LONG/EARLY.  ALSO RE/BAD WIFI.;21;7;1;9;3;PROVO;UTAH COUNTY;UT;84603;US;10;2;3;1;2;2;2;2;1;0,3191648
2660;1166;118;12;7;11;A;2;1;1;2;JETBLUE;BOSTON;334;22;8;2;3;9:30 AM;11:42:00;132;1;;;8;;;;2;2;1;1;2;1;4;6;2;3;4;4;6;6;6;4;6;6;6;6;6;4;63;;;;;;5;6;6;4;1;4;0;;;5;0;;;1;4;21;;;5;2;5;5;1;MEN'S BATHROOM WAS A MESS. HAD TO USE A DIFFERENT ONE;22;;;9;3;CAMBRIDGE;MIDDLESEX COUNTY;MA;2141;US;12;2;6;1;4;2;2;2;1;0,6704842
612;2452;174;17;5;12;A;2;2;1;2;JETBLUE;BOSTON;534;22;8;2;3;10:30 AM;13:42:00;192;1;;;9;;;;2;2;1;2;2;1;4;5;4;6;4;3;4;0;0;6;5;6;5;6;6;4;0;;;;;;5;5;5;5;5;5;0;;;5;0;;;1;5;0;;;7;0;4;5;1;BROKEN ESCALATOR BUT ELEVATOR FINE.;23;;;9;3;BOSTON;SUFFOLK COUNTY;MA;2108;US;12;2;6;1;4;2;1;2;1;0,6704842
2529;1020;155;15;3;12;A;1;2;1;2;JETBLUE;LONG BEACH;735;22;33;1;1;4:20 AM;06:00:00;100;1;;;5;;;;2;2;2;1;3;1;4;5;6;6;5;4;4;6;6;5;5;6;6;6;6;5;0;;;;;;5;6;6;6;6;5;0;;;5;0;;;2;;;;;1;5;5;5;1;BROKEN ESCALATOR NEAR A12 IN'L TERMINAL.;23;;;9;1;;;;;US;90;2;4;1;0;2;2;1;1;0,6704842
835;1589;133;13;1;50;D;2;1;1;2;ALASKA;NASHVILLE;1100;7;40;3;2;7:00 AM;11:36:00;276;2;;;3;;;;1;1;2;2;2;1;1;4;4;4;4;3;4;4;4;3;6;6;6;6;6;5;16;;;;;;4;6;6;6;6;6;0;;;5;5;;;1;1;1;;;11;5;5;5;1;JUST UNCOMFORTAVLE SEATING.;23;;;9;3;WHITES CREEK;DAVIDSON COUNTY;TN;37189;US;11;2;2;1;0;2;2;2;1;1,1063322
1002;1370;542;18;6;99;G;3;3;1;2;LUFTHANSA;MUNICH;459;24;39;6;4;2:00 PM;20:55:00;415;2;;;9;;;;1;2;2;1;2;1;3;6;4;6;4;4;4;6;6;3;4;6;4;6;4;4;0;;;;;;4;4;4;4;4;4;0;;;4;0;;;1;4;7;;;11;4;4;4;1;SEATING AREA AT GATE 99 IS VERY COLD.;26;;;9;3;;;;;;99;2;7;1;2;2;2;2;1;0,3607733
861;1566;513;15;3;57;D;3;2;1;2;AMERICAN;DALLAS-FT. WORTH;2352;8;13;3;4;2:30 PM;17:25:00;175;1;;;9;;;;0;0;0;1;5;1;4;6;4;4;4;5;5;6;6;5;5;6;3;6;4;4;74;23;16;;;;5;4;4;4;5;5;0;;;3;12;;;1;5;2;2;;7;4;5;4;1;RANDOM ADDITIONAL SCREENING BUT NO PROBLEMS. BROUGHT KEYS OF RENTAL CAR BY MISTAKE AND HAD TO GO BACK TO RENTAL CAR CENTER. WOULD APPRECIATE A DROP BOX AT THE TERMINAL FOR SUCH CASES.;31;;;9;3;PLANO;COLLIN COUNTY;TX;75024;US;11;2;4;1;4;1;1;2;1;1,0611394
2662;1210;100;11;6;65;E;1;1;1;2;UNITED;RALEIGH-DURHAM;1445;30;53;2;2;7:45 AM;09:30:00;105;1;;;4;;;;1;1;2;2;1;1;4;3;4;5;4;5;5;4;4;6;4;6;5;6;6;4;991;;;;;;5;4;6;5;5;5;0;;;3;0;;;1;5;2;;;5;5;5;5;1;HAD REMOTE METAL IEMS 3 TIMES @ SECURITY. JUST WAND ME, DON'T MEK CUSTOMER REMOVE EVERYTHING.;31;;;9;3;RALEIGH;WAKE COUNTY;NC;27604;US;12;2;4;1;4;2;2;2;1;1,4869248
